role,frequency_hz,t_0.128,t_0.256,t_0.384,t_0.512,t_0.640,t_0.768,t_0.896,t_1.024,t_1.152,t_1.280,t_1.408,t_1.536,t_1.664,t_1.792,t_1.920,t_2.048,t_2.176,t_2.304,t_2.432,t_2.560,t_2.688,t_2.816,t_2.944,t_3.072,t_3.200,t_3.328,t_3.456,t_3.584,t_3.712,t_3.840,t_3.968,t_4.096,t_4.224,t_4.352,t_4.480,t_4.608,t_4.736,t_4.864,t_4.992,t_5.120,t_5.248,t_5.376,t_5.504,t_5.632,t_5.760
abnormal,3.90625,-46.07014097755892,-43.26994349319768,-61.017263566762736,-48.70621376452111,-37.48878348841275,-39.12700756892636,-35.245704384424606,-63.06527696807852,-45.26507601785628,-43.360308705912544,-46.93811759202635,-44.606577545580976,-44.67089334027718,-33.409523731713264,-45.7989050553887,-48.47631206739681,-51.96462944179962,-54.00430475567382,-53.991116645467926,-39.794536067069885,-57.78409456228955,-37.47770249024724,-60.347234671233174,-44.14011287141242,-50.40975960162035,-44.76520192097009,-34.191661153680705,-50.3446987271115,-45.27842014064878,-46.11322072764921,-50.15270965526872,-49.852186660639205,-47.8758564786143,-39.99694927716972,-45.015130373228835,-40.26603787804148,-47.922795584446824,-45.7421005622031,-58.51464380646157,-47.12457178844552,-50.39542348455506,-44.53252780075117,-52.745311199225995,-40.05130044177135,-52.95292873005519
abnormal,7.8125,-40.80971994307792,-38.87062880033532,-51.167166729333246,-47.661525536694725,-32.544117668986786,-34.209249179629225,-29.76957049495319,-56.50271136610578,-45.010968840627434,-41.73664320025091,-42.44672449435569,-41.83734396092759,-38.66110552967294,-29.463327021638648,-45.94751657605457,-44.36366089880927,-47.7764876311722,-50.870299884304316,-55.88710448702517,-37.72718325523373,-55.307077121048664,-37.912578556471985,-53.390438151304174,-41.18024698351576,-43.04064576792995,-43.76336738553618,-31.270766813375257,-56.30827148218359,-41.305081557670924,-40.16247750257783,-46.068133743346706,-45.94576054225853,-41.75877326597083,-36.21935566181827,-43.5479948934347,-32.805036969647595,-44.65215413546338,-41.09124887218588,-55.880348990241245,-40.49191756983995,-49.02835827586174,-41.86696782734022,-49.69413260680918,-36.886164588913466,-48.81693586517004
abnormal,11.71875,-36.68735932183067,-34.56530996069818,-43.08724548095584,-46.404805172072734,-29.133053151249083,-29.995273036620755,-25.90525222012385,-51.77572526859613,-50.74661112672038,-38.71781581530609,-40.5052511777312,-36.66904424777741,-34.80778214458577,-26.24469800320599,-45.803745976998485,-40.70483677515657,-45.07156913858282,-48.2823072442746,-45.85381014392599,-35.361747797188386,-49.984293883938875,-34.78240265041977,-49.610160644868834,-36.747383437547384,-37.13991951718346,-42.830382569351855,-27.929033249293497,-41.75674683719106,-34.08152186279052,-36.82282742525275,-43.07437313601069,-44.97603186788223,-38.01632383254013,-31.834686615476908,-35.147533449956065,-27.20383328675363,-40.95933406922272,-36.46181227624142,-50.76253038159553,-35.311640443372234,-48.42833528891073,-37.76358008524997,-45.05324187743493,-37.24233382389356,-45.002733823355705
abnormal,15.625,-37.12392613910691,-28.626165476938354,-40.93673299148266,-39.08974560386493,-27.772880346885366,-24.136457284005193,-21.29186991734322,-42.51583170552806,-41.614123026743556,-34.612741869242186,-46.24236362777956,-32.32512976317108,-26.234032785734914,-22.03841494204765,-34.29089912864677,-37.19253466111752,-40.54633149222585,-46.92740137132603,-37.17559841961821,-34.38940079645158,-35.7219092845036,-26.098878754152125,-39.76431198872958,-29.895658259130435,-32.30258223013679,-43.08761652987861,-25.3921378485078,-28.41316711344276,-25.64110961033748,-34.57849465713743,-32.893729418614576,-51.143222070465555,-34.656675582261435,-25.611285653068915,-25.772147499041825,-20.99498927021986,-41.681757866785475,-40.61580308999482,-37.49538475944157,-31.3474484088095,-41.91717247914822,-31.355592739288536,-34.299547489344484,-34.80934800637853,-32.42674967650271
abnormal,19.53125,-27.196447451155173,-27.816008891989092,-38.67667380211752,-34.85220523519104,-19.022215738171543,-16.80689735576857,-18.911875012601705,-27.867933912863418,-30.334169850374472,-26.78117293614481,-26.42344886713433,-21.08304571168947,-22.302271012022153,-16.47093812471538,-26.4945307125892,-24.88562854972836,-42.13592552599272,-36.06780504306133,-26.53271929651803,-20.45833617278504,-18.609474992410906,-20.590698759141123,-32.18938619265005,-29.974217813150723,-31.907388393142682,-32.51823893083591,-19.118743296057282,-16.42299092622148,-16.815814343948052,-28.789657834612,-29.38882314849996,-37.563350020538486,-32.71732025919293,-22.94281205796024,-12.568573223651768,-15.905859225694947,-28.310541977620886,-23.290283363285965,-36.394095783575054,-27.652103617058557,-39.97830076143066,-26.943460607251033,-18.119391118407442,-22.242551303543074,-24.88584909253555
abnormal,23.4375,-18.598178070429373,-19.802370725691738,-25.326899025203492,-29.735016688327697,-19.610274158249027,-9.598215864435181,-16.26804374798588,-25.53403524648175,-27.996543795321614,-36.88431738267416,-19.543429509756383,-23.9579530169772,-14.545956517518828,-16.780497766839837,-18.309580339673595,-18.809652918957756,-37.942401838780626,-30.120547550957845,-31.636361116162597,-16.349860462818484,-10.79514458375969,-18.928329499630824,-19.617654510789844,-21.49000443460124,-23.928550106838067,-24.30378756372626,-12.19252351524468,-11.038735422774685,-22.501840877026464,-18.550342698415893,-19.91813276750627,-26.032378839109136,-24.51709057124858,-17.557641775146582,-14.255322630095657,-21.839881562526667,-31.681622784427876,-25.810811604362613,-19.371453941849282,-29.349310444407422,-29.629221227685008,-26.837867731504485,-17.960473974953715,-20.947208370719885,-17.741152071955494
abnormal,27.34375,-13.726067650007863,-13.458393211826621,-27.01927072319293,-30.31157936186478,-22.51601403767681,-12.107262363503402,-17.18003751060938,-19.16333326810688,-31.317714524277775,-17.16563625459529,-23.478645231126983,-22.36193614093402,-16.06980623290049,-19.08876040265597,-16.82939294975045,-15.532103715186334,-25.877649527625334,-26.47679513045049,-28.118982299521463,-13.53544796334817,-16.86962963915789,-30.914835704624274,-15.723445794537227,-17.833446916718817,-16.453802973885875,-25.881516648567413,-17.556831817431043,-15.526784846412374,-16.33768829043956,-22.499877984549045,-21.918955994124417,-30.985369625152362,-29.91391317052818,-10.788268567943204,-14.610654476462715,-21.63554058448546,-21.79354851179122,-32.318305438628094,-16.079216338831092,-28.775538877230346,-22.99962092890906,-14.179901427486152,-21.823815898398585,-34.00938593419726,-17.81080072309681
abnormal,31.25,-13.903381251522823,-14.62000398925202,-26.75186372023807,-21.845905338494816,-9.472540072506062,-9.461991848886486,-20.374704646725217,-19.780224451607726,-38.16770214271869,-17.406372787239558,-19.78113530342231,-19.7146031007058,-6.950997043518287,-9.269006577765138,-20.792585099704063,-27.250966563665173,-26.79096481765289,-30.127386633779956,-20.130122727996525,-7.695610527203734,-8.809115395190286,-16.7622345120694,-28.056756612030203,-15.070579200072633,-20.19614054567791,-29.75741030640279,-10.17638331291263,-13.364671106804707,-18.77618128332034,-22.673125107248225,-28.38225993311303,-31.676740335697996,-23.756889174751116,-10.341043373440906,-5.42309952748938,-16.99959916683961,-25.25377816267866,-20.203873680801472,-17.185904774704184,-29.157410160118307,-14.843736475122357,-22.50030833849594,-15.082884849834509,-32.659638445233654,-26.644992543892464
abnormal,35.15625,-15.022062841673316,-16.222639588438838,-27.67279248658447,-25.83142589440717,-13.873183355606214,-9.55491919499024,-24.270563884854738,-23.911447234264827,-31.232237043198843,-28.466382640227195,-28.393619302058323,-23.637333864345422,-3.861717174812163,-9.29357532464914,-23.869679360909192,-26.451693554387823,-44.0413738898745,-29.01576626528483,-38.00830519596116,-8.420149256006109,-6.259718624709945,-25.518315702420043,-18.20369776886332,-18.645744387225328,-20.983186365826334,-22.513898502845993,-11.667652771947328,-7.566530532286794,-27.991884075783634,-25.727723869703553,-20.654125380163116,-25.5873831809795,-30.769593051934095,-11.365168374248336,-3.8687194442451145,-12.718231047340973,-25.76189381074899,-27.701613448565645,-15.050032107579607,-23.384359397065868,-12.543100811293748,-5.481296725014123,-8.710818514614282,-26.193510550281793,-22.18708232483964
abnormal,39.0625,-17.547629068946296,-16.712968197950975,-30.278131604791017,-29.817168894362297,-24.635345493001694,-14.481347706221012,-16.3532084616827,-26.647435184422342,-27.803731435471324,-17.723596135291377,-27.276827440667635,-23.18864267230311,-6.230726811590364,-9.320339708375903,-25.923382794249154,-29.165289167643415,-32.27533644312079,-36.372796822850084,-25.80660794043743,-8.865338779047812,-9.07890583800581,-21.401537969554553,-33.24805625237401,-25.03709347068805,-22.21173044731422,-30.174389200585587,-10.800196527264006,-6.759276469460084,-28.411598506511115,-27.746327463992326,-23.498187463068625,-28.919738613761545,-29.188286628873318,-18.246886388650726,-11.447637526312109,-16.061523866324702,-24.974576903521903,-27.8061869456752,-19.308846301593867,-24.7919389619584,-11.770976104866147,-21.736096595821223,-10.127805315017753,-30.00603207558384,-20.957693792399795
abnormal,42.96875,-28.12599928929056,-38.09528692969187,-37.0446931804057,-28.168852510982948,-15.70131863591525,-19.44019301377261,-22.284671593628957,-19.852480089493646,-27.952935283090348,-23.834117177669118,-23.020775673741284,-31.95055241558158,-8.668630884593831,-10.659406866887958,-29.929846855061864,-26.19388788974442,-31.101260792839646,-26.96149493286439,-26.02729628928447,-12.66558249588452,-14.350525659169747,-22.46474326505925,-23.114390007815388,-25.352661431142405,-24.743180637378472,-42.28043480014493,-11.384313809278858,-7.705664825620753,-27.285387933736835,-23.098818715635687,-33.98053625935469,-36.890139902369626,-33.27924746292068,-26.353498434535613,-11.01510603811672,-28.17948383129794,-20.452184246501098,-31.867319070285145,-18.15032071867148,-31.391248752251393,-13.328096824938907,-5.321564152187462,-10.716840622573132,-35.53980218584532,-23.144788319748905
abnormal,46.875,-21.496069556390154,-25.603726470690354,-31.238636234739005,-26.332311155912432,-16.34092463025324,-26.79692515529765,-20.068669457214217,-16.830230924858746,-31.00375357493213,-20.315285480041304,-22.55861439690684,-24.153294988783824,-12.522284715364961,-10.864279452059202,-34.053590750703194,-35.21822744288639,-28.049675975576807,-32.84663810294186,-25.043512147531757,-14.165502292047993,-14.801567402055383,-44.16322137244141,-20.068547027151084,-25.74076245545957,-38.543224712949296,-34.11650615908329,-14.446573478523026,-9.309718096358182,-28.837592824645576,-38.656878904104495,-26.125373490609324,-31.872406133073863,-32.9546376605093,-21.30581359925967,-9.800777879927159,-19.157274157287347,-27.659812900403445,-20.623029122005725,-20.8286248491742,-28.45298540295353,-14.319072847272734,-16.685148256182273,-11.031031947650296,-28.748705537454782,-24.73995901639072
abnormal,50.78125,-23.851004707420252,-27.82926438221987,-28.925879636289622,-35.466522517371175,-21.08399066325746,-21.766549499030837,-15.690432763654094,-21.94108666140088,-33.36711513857609,-20.60587237533445,-23.09340662339882,-30.0358050928644,-13.391468309231904,-13.158353121522637,-42.45337073374033,-44.93145235571425,-37.74802194786461,-27.865162226571478,-27.341126391949008,-17.461432852161717,-17.601607872287847,-23.65069393415038,-43.787638220231564,-26.45938760865794,-25.643305474710694,-31.98128378307015,-14.71281055987875,-11.757616284542937,-33.0087896756952,-28.72160876121875,-35.59158475586117,-32.864380040022866,-33.613736584255676,-16.746329302412736,-19.73185663903675,-18.698476843177676,-29.689785807119033,-27.306146692221944,-25.68804636402379,-40.635256203728176,-16.455435172749283,-10.97541780472988,-14.242613756002825,-30.616676269186407,-25.189721918096666
abnormal,54.6875,-21.926537871836253,-23.45432931358971,-30.078100385996997,-24.606798946360836,-22.546006886806943,-21.2757137494376,-25.273640245451787,-23.47776185671663,-30.457726755426194,-28.35809214576832,-39.03795751346266,-30.80829345810002,-14.33174071762535,-13.038883843191847,-31.940661080531406,-30.53620416600839,-36.390055760681925,-36.0876941299315,-40.1519315214184,-19.491393677359838,-15.113030526518784,-22.270805744822265,-23.0428964627652,-27.561154958263508,-26.67033690547057,-32.269846085648375,-17.333381482846274,-18.709330297000626,-30.013673929918113,-37.34267305640976,-31.071645560790564,-36.027594853919204,-33.39490285198267,-16.815564976022927,-12.297065961774262,-18.40432299384495,-25.17738899646607,-29.789937677104845,-22.49923562882083,-44.70933127365268,-19.17217470178677,-12.036665038977008,-14.233064870883565,-36.47045180834813,-36.16688602959401
abnormal,58.59375,-24.012827983194164,-26.732098696731196,-28.44320122687193,-35.79555790711667,-22.344195131280685,-16.722528914397238,-23.000289992028,-25.607742902894767,-29.047850864038306,-28.999978976762122,-28.986646084882686,-27.12421515686922,-16.854195176052073,-18.133120898136724,-38.381065844676655,-43.095870042183186,-37.42613753047951,-43.78612854000395,-39.20901574344895,-19.218700231092065,-22.698180805773287,-24.44754007035879,-24.058031828719287,-41.62167540036076,-36.613234614090786,-39.38229056047793,-26.677789661026342,-28.35189631266484,-25.748975271750048,-26.818302352898016,-30.563041977331093,-44.051452554411455,-41.25189178692268,-18.105115120943328,-15.707459436057077,-23.28847255914175,-22.994852862602862,-23.263805741988058,-27.916304899198856,-36.93352546318786,-18.37274304074953,-25.575606447884674,-16.771388079950068,-44.47295676869916,-30.015418717094096
abnormal,62.5,-28.782618802264622,-30.337373881868306,-30.37607335109351,-30.297924117157642,-25.492822432573178,-16.158953143074722,-23.915346019913954,-31.6166579406466,-30.112779520766754,-34.612316467501316,-30.83418436896144,-35.88086729375847,-23.899154915729376,-23.46010177602569,-35.64821183211461,-33.7978743710244,-54.28560491571356,-49.78840109847116,-37.47592492132323,-21.88798155536732,-23.870077088508292,-23.480090223595976,-29.870202490981832,-33.9591633990152,-34.80538247611975,-37.3849863251853,-29.75803632449452,-26.939912977282155,-41.21668227298905,-28.283183434339886,-30.320691880077355,-40.799072853425685,-40.16886478524885,-17.885327044533202,-24.946180187675676,-27.956713918174316,-32.634358670318406,-29.693103648250577,-27.629594153345714,-34.59902418217031,-17.60207621111864,-11.804048622821428,-20.195568781914247,-31.162591085105284,-26.387959813442787
abnormal,66.40625,-26.978601363151963,-37.541370393108934,-30.850482893998056,-40.52455938122672,-23.74908168769334,-20.846737906262053,-24.47782884172281,-21.922706515561913,-33.17664747612354,-25.46573730068409,-27.869686883006594,-35.3615417062204,-19.921944233289206,-23.693602573530015,-28.160048004391488,-29.204223129446234,-53.11242085416549,-32.285022654416316,-36.16339050572319,-28.7545311031902,-24.204147183465665,-26.479699226746177,-20.9670768462145,-35.9638871045301,-36.496915374647095,-41.126910750838036,-30.293607278143917,-24.12882158450462,-35.80308827491095,-33.461480715336556,-31.753835363863185,-32.55232201016418,-29.680167026301888,-19.230615421754123,-16.099565166882165,-25.357852882042916,-27.525363494701146,-33.86175391343646,-29.457733572710634,-45.41608593711722,-16.920363023606,-26.436317981935087,-18.899028150934967,-38.28845317163686,-27.925275281097587
abnormal,70.3125,-34.115173065668515,-39.248579144973775,-45.42838482215706,-32.41163525018261,-28.315048347068572,-22.030687320807697,-22.942543852802892,-22.76949233570585,-36.66815963781193,-29.161757889952796,-32.72100466295326,-36.323568038240836,-23.5496290721585,-24.320856279599738,-37.93720502923748,-33.404283763804635,-32.84399199712225,-36.35670914840816,-34.86966653771581,-29.39926046630752,-29.776447506490552,-24.96796546270458,-24.591818014158445,-35.902156954437295,-40.600135954175855,-37.143471121309844,-27.081021895016896,-25.351114234134506,-43.4342302474181,-29.92143822752558,-29.114814019294037,-35.58624590283109,-43.69439913163752,-20.243237201341536,-18.156139540738415,-29.02134403725369,-32.40544526794182,-29.284095914653243,-31.942396017392692,-35.28390930878332,-17.740304311356294,-13.105040358967276,-19.477153660073725,-50.05178041728438,-33.408321543235814
abnormal,74.21875,-34.72570792728415,-33.382534008064674,-34.06928901113267,-35.26743065286419,-30.45281819107915,-24.04547943815357,-20.086691722417918,-22.244695850110038,-37.9520172254549,-33.73663882247931,-29.873197945529935,-36.87751211014397,-28.759813639598327,-25.532697674386547,-35.6604888071644,-35.41393339622996,-45.15784934671832,-34.12861850985169,-33.66927625221697,-29.44317150303581,-30.48683516318972,-28.655661287474487,-29.545441121006114,-35.37548426573083,-28.514289698504637,-33.81093053492781,-24.98899866092433,-23.071152978340002,-34.26399689991496,-27.690094141878472,-28.62477869674752,-34.31019691338374,-39.15118340916281,-19.841336426134408,-22.504661751000313,-28.61118408621707,-32.80617005078793,-35.55298115783613,-29.782898773541525,-44.86699772023226,-18.787129652442374,-24.041469112533683,-19.133477119134852,-36.53363521166068,-44.700251547945925
abnormal,78.125,-37.005270626682844,-28.88892425593584,-28.779827384921546,-24.981140304084693,-25.02051693363054,-25.16449995786017,-22.504807810552485,-22.259358141525656,-38.05442899322894,-33.20220365069906,-36.5338788384467,-38.888149414366936,-30.49202835097812,-26.90622324421635,-27.816778612154827,-30.198230209232197,-44.14074508689463,-40.749200131167186,-41.22626903650746,-37.115783337791605,-34.2103309973016,-27.722049671503367,-21.78668150244539,-33.77731682205124,-37.697894750262606,-43.968684922070025,-26.209062914438412,-28.880268115218573,-34.241427520664104,-32.2146961180388,-28.223751807062165,-32.966131866443,-37.45660286176544,-21.013231301479607,-20.720735874805413,-43.645300047598205,-35.5305322967411,-40.22013109259813,-34.191275696504974,-38.54954896998474,-23.171814867182064,-14.902888887233843,-20.3859152011484,-41.45400047220808,-32.74713483731454
abnormal,82.03125,-45.36817339381101,-44.25125184728793,-27.114380420679687,-32.22368652946602,-34.2046363265795,-22.28555072508688,-30.258720509878508,-31.37139994183718,-37.90642438626375,-40.725340724860935,-35.95590976048812,-38.33636244411828,-39.371288925224064,-32.19070167961384,-30.666841248195702,-33.952513801866246,-30.53926258800241,-37.22339440123293,-50.70948721692996,-44.92936771224947,-41.97330596671091,-33.06227303755312,-31.360356610174648,-37.71021792045237,-43.883767114867105,-35.847925272472025,-28.46717356777927,-33.39199826823078,-44.04788792434837,-31.89982158255262,-34.5701828138792,-31.393879772068107,-42.267292909335396,-23.03447923593889,-23.333893711080957,-36.419883423794616,-34.81894468443996,-44.21682359353079,-33.729790534567755,-39.99908957269416,-22.852961531622572,-31.13457050143428,-22.129229500777512,-45.434634450541694,-31.161892339762588
abnormal,85.9375,-40.81466213127869,-35.23924997419358,-27.270973434687363,-26.34961287188139,-40.620452600442256,-28.90322393053446,-25.672491366863454,-28.648451349358588,-37.470025376372334,-43.37244054356468,-48.116985562552514,-44.79509082476996,-37.27453265407133,-32.7376095450505,-33.777880685886615,-27.884477085746873,-39.552015367522266,-39.00402457087565,-38.77770061834736,-42.624127193017365,-48.66633205155801,-28.72292861970726,-25.015860402902426,-34.10350754761646,-34.445702402118314,-38.682100815562656,-30.625240166582604,-38.01351195138136,-44.46808599188217,-31.18685981097165,-35.63971991869724,-35.22539398488763,-42.57848840948954,-25.18104822855239,-24.559877682578005,-29.770539746676764,-36.191217878288306,-45.50940314773963,-28.937541917045845,-37.84568869948692,-23.42101180202586,-18.049838469098034,-23.723402843750684,-38.42346638305895,-32.21211781262921
abnormal,89.84375,-32.00225585592546,-38.38184852086839,-30.78057114655089,-30.010165558436377,-36.95974364508639,-33.18714376855145,-31.847483832894888,-25.46698599655237,-37.02497840090727,-43.73904279202002,-44.00476642789939,-43.01150137650606,-36.90375947841081,-41.14174045589961,-28.422470239051776,-30.86069462457583,-46.80006157149491,-45.879162262653395,-40.66545300062891,-35.7911214675526,-46.39431845274451,-31.27989234470998,-23.693792703074656,-36.243899627806044,-37.30340968526501,-42.689850596284316,-39.46042907151222,-35.10046012027145,-43.33464667640349,-34.150506950651504,-33.83461854999911,-35.41268200256003,-42.32170330094556,-27.80664995552098,-28.211598824778747,-41.403804705507184,-34.66934994040256,-45.157340893615576,-33.59434360778092,-41.75778128907012,-23.5681870955179,-27.93859476727873,-24.27154422297408,-46.263933003190694,-30.997031076727154
abnormal,93.75,-29.045305207329434,-37.89228444850364,-32.0707348355089,-29.771271256239213,-34.95277644803687,-35.73012754261396,-24.251062575050348,-28.610089065464123,-36.993774345189145,-50.75737526166116,-35.88234083325143,-43.36536914390994,-35.568956043763,-40.3849837336766,-32.58506272961932,-29.92787316506375,-43.761114434063856,-43.45293141187404,-43.90092189874998,-45.697665172094595,-38.02274259404152,-31.979774933057257,-26.332875227575897,-35.719964555903175,-48.563833141102,-53.144560521923694,-33.18479953970309,-31.410322442806873,-39.0196607996132,-45.79963177640288,-35.122407421311166,-34.95986069073564,-48.5959153871852,-31.185614725866948,-31.103628758051094,-37.34266295238604,-38.12212907827447,-32.919095056968615,-30.46469886745215,-42.42624830885238,-25.337057241018385,-21.15081724871252,-25.37971934263417,-40.84885835797788,-35.413774558873406
abnormal,97.65625,-34.87957876573137,-35.231156410820404,-34.6227837548333,-35.87539367440957,-34.9716083669657,-32.65800479843201,-27.413461619389075,-25.492091009901124,-38.00349881140668,-41.320613994411815,-38.31590513922067,-33.58694340618145,-35.09107410015438,-38.727685143468335,-35.92339138475375,-36.10506372354869,-45.516922454723954,-44.80123813169075,-48.29939293366615,-56.8599450807892,-47.69750245903861,-34.288351822455645,-23.73853608074619,-35.682665959720644,-35.31066101738715,-44.47965848077402,-32.581515657580155,-30.47994663889661,-38.07732762416937,-34.80920437415993,-37.22472037450618,-41.512210938926756,-53.82609047995656,-34.82566671690649,-33.179103302426896,-31.20751928044317,-32.86664896141726,-34.739742547637555,-27.227735752724243,-45.43756296012221,-25.462678586660896,-20.333235285524186,-24.784609469442668,-58.634234520930015,-38.147091479280434
abnormal,101.5625,-32.278075028966995,-46.34768879518025,-37.05829964403027,-34.8415744103302,-39.53736286689545,-33.13370405047044,-26.255813217150006,-25.7140296693697,-40.44297641218006,-34.433508730080334,-30.216421257452915,-30.488955796612988,-42.341458939104506,-35.02934513325793,-32.52958796782183,-37.99788483797575,-42.32651929951059,-46.77594141650067,-36.909182000409324,-40.17972808101641,-42.24697121736017,-36.6559985204582,-27.98595247510478,-34.45837831949146,-39.9343021918355,-59.993590040847806,-32.02082286738581,-34.51280566922695,-39.74334320707945,-36.15195399698413,-38.611876578392476,-42.56589387156823,-42.34659850676734,-37.28204316302014,-34.36928918323767,-34.884225824011786,-30.714698499326637,-34.712159936111476,-29.51196158435104,-46.19250814460475,-24.15997253055568,-28.596268342845658,-26.19760883234951,-49.72299912839213,-34.20629184612057
abnormal,105.46875,-34.32790477481917,-34.005037195287805,-33.68024576889785,-32.12786184476969,-40.64862956852299,-48.14244053991865,-29.878434829358163,-33.65211106574419,-43.547925911982006,-34.77216171840037,-44.123491091331,-31.739833505558558,-35.678917432008596,-42.782532812356095,-42.43970548573362,-35.527672504834776,-41.6346201844629,-43.777875846520885,-44.92885744751652,-36.85122270184824,-39.327322804026316,-44.02422998402912,-26.967894095883743,-33.890615275171584,-40.13821762748343,-49.087170377367684,-38.71657744880103,-40.18160920860041,-42.99652311551115,-35.14657578358696,-36.843521386907476,-39.85595923669282,-49.07901657742573,-34.5516470518979,-43.33465808788893,-39.19033668004302,-34.69703201080278,-32.614536944024856,-30.353441694651963,-39.811779441966536,-21.756337254661176,-18.41844757014462,-27.00077115000515,-47.98856308146056,-36.54892542660696
abnormal,109.375,-34.86312059116367,-39.986377421528886,-35.94016245239277,-37.061409982253316,-31.91094881845032,-45.91423965142249,-32.54971740390851,-33.2818826484196,-45.68508554974492,-40.36291490218602,-24.839972055814904,-25.60863603929288,-38.92648856514688,-46.37744377798428,-47.1125092787704,-45.83092812875619,-43.03050365382241,-37.91533878696536,-37.06752934891854,-41.81233720664657,-40.324278809057496,-47.64574437524787,-24.419060530583323,-37.140135385502276,-38.852883808502845,-48.56258153216328,-35.910542669143,-36.78231823368507,-39.41213763957036,-35.52188549367803,-50.323627626781445,-38.25055697491029,-58.62242993279216,-33.032074416126214,-30.289151654877656,-32.123025423990086,-30.5572682281816,-37.914835449503045,-31.638309369896106,-45.471270767875815,-22.401455178007964,-30.659759775797895,-26.854257363842095,-48.39175558916643,-37.087644833201175
abnormal,113.28125,-36.758512020261456,-36.26273205166235,-37.92281598632054,-33.74620913385869,-35.043066051997435,-46.31721967544462,-36.889831012854316,-32.14512418962999,-46.96180076909147,-37.74106682457552,-22.180876809723124,-28.39571131112666,-51.976751592447755,-40.71205021531629,-39.05280847875417,-37.148243200143575,-41.928926752200724,-38.550878342582365,-41.54509212391564,-47.65867390904782,-42.48773834867224,-34.05763749800441,-24.691274194472427,-32.284972078711576,-37.21140085586041,-41.660228329307635,-33.328854734113634,-32.68753323764254,-48.31236470965088,-48.369726027215734,-53.8832807669663,-36.035750418134526,-45.14426981193409,-32.655984071517786,-33.54931178773926,-38.32411745542427,-49.680731248244506,-40.22564263739491,-31.483325835642205,-44.44012940593729,-26.910463861791023,-20.488994594997866,-25.945715171106222,-44.76956419502163,-34.984697468634415
